origin,destination
IAH,CVG
TPA,PIT
CVG,RSW
DEN,ORD
ATL,MSP
MSP,ATL
IND,AUS
BWI,FLL
ORD,IAH
AUS,TPA
CLT,DFW
MCO,JFK
ATL,BOS
BOS,ATL
BWI,MIA
MIA,BWI
CVG,MIA
MIA,CVG
LAX,SEA
SEA,LAX
FLL,HOU
AUS,CVG
CVG,AUS
IAH,MIA
MIA,IAH
SAT,TPA
AUS,ORD
ORD,AUS
IND,SAT
DEN,PDX
MSP,SLC
SLC,MSP
JFK,TPA
MCO,ORD
ORD,MCO
IAH,PHX
PDX,PHX
PHX,IAH
PHX,PDX
ORD,TPA
TPA,ORD
MIA,PHL
HOU,PHX
CVG,SAT
JFK,MSP
MSP,JFK
MSY,MSP
MIA,SJU
SJU,MIA
FLL,SJU
SJU,FLL
LAS,DAL
MIA,STL
CVG,DEN
DEN,CVG
EWR,MIA
MIA,EWR
JFK,MIA
MIA,JFK
PHL,MSY
AUS,MIA
MIA,AUS
DAL,FLL
FLL,DAL
ORD,RSW
MCO,BOS
SAN,SAT
SAT,SAN
MSY,EWR
MDW,MIA
MIA,MDW
ORD,FLL
IAD,IAH
MIA,ORD
ORD,MIA
SAT,DTW
BWI,IAH
DFW,LAX
IAH,BWI
LAX,DFW
SJU,TPA
TPA,SJU
MCI,FLL
MSP,TPA
AUS,BWI
BWI,AUS
DFW,JFK
MSP,SEA
SEA,MSP
EWR,IAH
JFK,IAH
MSP,PDX
RDU,SJU
CVG,SLC
SLC,CVG
OAK,DAL
OAK,SAT
SFO,DAL
DTW,SLC
SFO,MCI
SNA,MSP
ATL,SJU
STL,SAN
CVG,PHX
PHX,CVG
LAS,BNA
ATL,SLC
SLC,ATL
DEN,EWR
IAH,SFO
SFO,IAH
DFW,SEA
LAS,CVG
ORD,SEA
ORD,PDX
PDX,ORD
LAX,ORD
ORD,LAX
BNA,LAX
PDX,IAH
ORD,SFO
SFO,ORD
CVG,SAN
SAN,CVG
CVG,LAX
LAX,CVG
ATL,LAX
CVG,SEA
SEA,CVG
SLC,EWR
BNA,SEA
DTW,LAX
LAX,DTW
JFK,SLC
IAH,SJU
CVG,SFO
SFO,CVG
PHX,EWR
ATL,PDX
ATL,SEA
SEA,ATL
LAX,MCO
MCO,LAX
LAX,RSW
RSW,LAX
SAN,MIA
LAX,MIA
MIA,LAX
PDX,BWI
SFO,TPA
TPA,SFO
HNL,SFO
SFO,HNL
PHL,LAX
HNL,OAK
OAK,HNL
SFO,IAD
SJC,MCO
JFK,SEA
SEA,JFK
EWR,LAX
JFK,LAX
LAX,JFK
JFK,SMF
HNL,LAX
LAX,HNL
EWR,SFO
SAN,BOS
HNL,PDX
HNL,SEA
SEA,HNL
BOS,SFO
MIA,SEA
SEA,MIA
OGG,PHX
DFW,HNL
HNL,DFW
IAH,HNL
HNL,ORD
ORD,HNL
EWR,HNL
HNL,EWR
JFK,HNL
SFO,PHX
AUS,SLC
MDW,IND
DTW,PIT
IND,DTW
PIT,PHL
CLE,MDW
OAK,SNA
LAS,SAN
SLC,LAS
LAX,SMF
MSY,ATL
HOU,LAX
SAT,PHX
IAD,BWI
FLL,MCO
SAT,DAL
STL,MDW
PHL,RDU
AUS,BNA
IND,FLL
FLL,TPA
CLT,IAD
IAD,BOS
BNA,DFW
DFW,BNA
SNA,DEN
SLC,DFW
AUS,SAN
SAN,AUS
SAN,DAL
SAN,CLT
SNA,LAS
PHL,PIT
HOU,MSY
BOS,BWI
SJC,SAN
CLT,TPA
BNA,IAD
IAD,BNA
CLT,STL
BNA,AUS
PDX,LAS
DAL,MDW
IAD,MSP
DFW,SNA
DAL,SNA
LAS,MSP
AUS,OAK
OAK,AUS
OAK,MSP
BOS,AUS
SJC,IAD
IAD,OAK
OAK,IAD
BOS,LGA
LGA,BOS
CLT,HOU
DAL,LAX
MSY,SLC
IAD,SJU
SJU,IAD
FLL,LAX
RDU,PHL
DAL,BNA
PHL,MIA
TPA,FLL
LGA,BNA
MSY,RDU
DAL,SAN
DAL,SFO
IAD,PIT
PIT,IAD
SJC,LAS
DFW,STL
MSP,BOS
BNA,SNA
SNA,BNA
LAS,LAX
MDW,BNA
SJC,PDX
LAS,PDX
PDX,OAK
OAK,SJC
SNA,LAX
AUS,HOU
SAN,LAS
CLT,BNA
OAK,LAX
LAS,SLC
SNA,OAK
LAS,SJC
LAS,SMF
STL,CLE
BOS,PIT
CLT,MDW
STL,IAD
CLT,BOS
PIT,FLL
SJC,HOU
SNA,OGG
HOU,AUS
HOU,DAL
PHX,SNA
PHL,CLE
PHX,OAK
RDU,FLL
ORD,DAL
PDX,SNA
AUS,PHX
FLL,STL
OAK,BNA
BNA,SFO
SAN,BWI
SJC,OGG
IAD,SJC
SNA,PHX
SFO,SLC
BNA,DAL
FLL,MSY
MDW,DAL
PHX,DAL
FLL,IAD
MIA,IAD
FLL,MDW
MDW,FLL
LAS,HOU
BWI,LAS
TPA,SNA
SJC,PIT
LAX,IAD
SNA,SJC
TPA,BNA
DAL,LAS
FLL,LGA
LAS,AUS
IAD,DAL
HOU,PHL
MDW,SNA
LAS,FLL
SFO,LAS
BNA,RDU
SNA,SLC
DAL,SLC
SLC,DAL
SNA,DAL
SJC,DAL
MSP,OAK
PDX,MSY
SJC,HNL
IAD,SFO
OGG,SNA
SNA,HNL
LAS,SNA
DAL,HOU
SNA,SFO
CLT,PHL
SLC,SNA
DAL,IAD
AUS,LAX
PHL,SJU
SJU,PHL
PHX,TPA
TPA,PHX
BNA,CLT
IAD,MCO
MCO,IAD
IAD,SAN
PDX,BOS
SFO,SNA
PHX,LAS
LAX,TPA
OAK,OGG
OGG,OAK
SNA,PHL
HNL,SNA
LAX,BOS
HOU,CLT
TPA,LAX
HOU,SAT
SAT,HOU
HOU,MDW
HOU,MIA
HOU,SJC
EWR,IAD
LAX,OAK
BOS,MDW
RSW,IND
AUS,IAD
IAD,AUS
SJC,SNA
LAS,SFO
SLC,MSY
SFO,BOS
SJC,ORD
DTW,IND
SAN,SJC
BNA,MDW
SAT,LAS
BNA,SJC
SAN,IAD
AUS,SNA
SAT,LAX
SFO,OAK
SJC,SFO
BNA,MCO
IAD,MIA
SLC,SAT
MIA,BOS
AUS,SJC
OAK,SFO
OAK,SLC
SLC,OAK
SFO,AUS
SFO,PHL
SFO,FLL
BOS,BNA
LAS,MIA
FLL,SFO
RSW,AUS
OGG,SJC
OGG,SLC
SJC,OAK
LAX,SNA
SMF,OAK
SNA,SAN
PHL,IAD
AUS,DAL
IAH,DAL
CLE,IAD
MSY,HOU
PIT,MDW
LAS,OAK
OAK,LAS
AUS,MSY
BNA,CLE
SFO,PDX
PDX,SJC
IAD,MDW
MCO,BNA
SAN,SLC
DEN,LAS
PHL,BNA
TPA,IAD
IAD,RSW
MCI,IAD
LAS,DFW
FLL,CLE
RSW,JFK
SAT,SLC
FLL,AUS
SJC,AUS
MDW,LAS
LAX,OGG
PDX,OGG
MDW,CLE
SMF,LAS
SAN,SFO
OAK,SEA
HOU,LAS
MDW,SLC
HOU,JFK
DFW,BOS
DEN,JFK
SJC,BNA
BNA,OAK
SJC,ATL
MIA,SFO
STL,ORD
SLC,PDX
MDW,EWR
RSW,PIT
DFW,LAS
AUS,LAS
IAD,SLC
SLC,IAD
MIA,SLC
LAS,BWI
SNA,IAD
SFO,OGG
EWR,SEA
MIA,OAK
LAS,OGG
LAS,HNL
SJU,SLC
SLC,SJC
LAS,SAT
SFO,MDW
OGG,SFO
LAS,MCO
MSY,PDX
HNL,SAN
SJU,SFO
OGG,AUS
SMF,LAX
SNA,PDX
SMF,BNA
PHL,LAS
HNL,SJC
BWI,SFO
SLC,OGG
HOU,SFO
SFO,HOU
SJU,CLE
SLC,PHL
EWR,HOU
DAL,OAK
SAN,BNA
IND,LAX
LAX,IND
FLL,OAK
IND,MDW
CLE,BWI
DTW,PHL
SLC,MCO
FLL,SJC
SJC,FLL
JFK,SJC
PHL,DTW
AUS,SFO
SAN,OAK
MDW,PHL
FLL,BNA
OAK,SAN
DAL,RSW
FLL,CLT
BNA,PHL
MDW,STL
MCO,PIT
PIT,MCO
IAD,FLL
PHL,TPA
OGG,SAN
PHL,BWI
IAD,JFK
MSY,DAL
BWI,BNA
RDU,TPA
BWI,MDW
MIA,RDU
IAH,FLL
MDW,AUS
MCO,DAL
SAT,FLL
PHL,HOU
MSY,LAS
SAN,MDW
CLE,PHL
AUS,MDW
DAL,BWI
LAS,MDW
SFO,MSY
SFO,DTW
RDU,PDX
OAK,MCO
DTW,MDW
PHX,SAN
PHL,MDW
FLL,IAH
LGA,FLL
LAX,AUS
BOS,MIA
MDW,SAN
SJC,MSY
SLC,MIA
ATL,SFO
SFO,ATL
SJU,DFW
EWR,SJC
BNA,STL
SLC,SAN
BOS,SLC
BOS,LAX
MCO,BWI
MDW,BOS
SNA,MDW
LAS,PHL
SNA,MCO
HNL,LAS
OGG,DAL
DTW,DCA
BNA,SMF
DAL,MSY
MSP,LAS
JFK,LAS
SAN,OGG
FLL,BWI
FLL,LAS
SFO,MIA
HOU,DFW
ORD,CLT
PHX,SMF
PHL,SAT
BNA,SAN
MSY,PHX
TPA,PHL
SJU,MCO
ATL,PHL
MCO,LAS
IND,BNA
IAD,LAS
IAH,HOU
SLC,PHX
DCA,BNA
PHX,AUS
FLL,DCA
CVG,FLL
MDW,HOU
DEN,SJC
DTW,DAL
MCO,DFW
AUS,RDU
SNA,AUS
BOS,FLL
LAX,MCI
SMF,SAT
STL,SJC
SLC,HNL
IND,STL
RDU,ATL
TPA,RDU
DAL,ATL
BOS,IND
AUS,RSW
OAK,FLL
ORD,STL
DTW,STL
AUS,DEN
SNA,IAH
LAX,MDW
MDW,LAX
SFO,BNA
SNA,FLL
SFO,SJU
STL,FLL
BOS,SNA
EWR,MSY
SJC,SLC
BNA,HOU
BWI,SLC
BWI,PHX
HOU,BNA
MSY,FLL
FLL,SNA
JFK,BWI
MCO,AUS
AUS,MCO
HNL,AUS
SAT,MCO
AUS,HNL
ATL,LAS
PIT,OAK
FLL,IND
CLT,RDU
BOS,EWR
BOS,PHL
DTW,BNA
DCA,MDW
EWR,MDW
STL,AUS
MDW,DCA
MSY,AUS
ATL,BNA
IAD,CLT
BWI,PHL
IND,IAD
SLC,SMF
IND,PHL
OAK,PHX
SMF,PHX
STL,BWI
PHL,STL
TPA,BWI
PHX,DFW
DAL,PHX
DFW,DTW
PHX,HOU
IAD,DFW
AUS,PIT
PHL,DFW
MCI,OAK
AUS,SMF
IAD,MCI
MIA,DAL
BWI,SAT
DEN,DAL
IAD,IND
BNA,IND
FLL,ATL
PIT,CLT
PDX,SAN
SAN,PDX
MCI,MSP
ORD,MSP
BWI,ATL
DCA,IAD
DTW,IAD
IAD,EWR
PHL,EWR
DCA,PHL
IAD,DTW
ORD,DTW
PHL,DCA
CLE,STL
DTW,ORD
LGA,EWR
ATL,IAD
STL,DTW
BNA,ATL
CLE,DTW
EWR,CLE
BNA,DTW
ATL,PIT
PIT,RDU
RDU,PIT
ATL,IND
EWR,PIT
MSY,TPA
ATL,BWI
MIA,BNA
EWR,MSP
MDW,MSP
MSP,MDW
MIA,MCO
IAD,RDU
MDW,CVG
DEN,SLC
MCI,DEN
EWR,DTW
EWR,MCI
BNA,EWR
MSP,DAL
DAL,DEN
DTW,BOS
PHX,DEN
MSP,BNA
TPA,EWR
FLL,PHX
EWR,RDU
DEN,PHX
EWR,FLL
RDU,IAD
LAS,DEN
BOS,DAL
FLL,RDU
MDW,PHX
PIT,JFK
MSP,PIT
MSP,IND
PDX,SLC
PDX,LAX
ORD,DEN
SEA,DAL
SLC,SFO
DAL,PDX
PDX,DAL
LAX,HOU
PHL,SJC
DEN,HOU
LAX,DAL
LAS,TPA
CLT,EWR
EWR,CLT
STL,PHL
DAL,MSP
FLL,PHL
DAL,PHL
IAD,TPA
DEN,MDW
BWI,DAL
PIT,BWI
MSP,BWI
LAX,EWR
JFK,CLT
SJC,JFK
LGA,JFK
LGA,PHL
LGA,TPA
LGA,CLE
CLT,JFK
RDU,DCA
STL,LGA
JFK,RDU
CVG,LGA
LGA,STL
LGA,RDU
LGA,CLT
RDU,JFK
PHL,BOS
IND,LGA
DCA,RDU
CLE,BOS
RDU,EWR
IND,JFK
IND,BWI
LGA,DTW
JFK,IND
CLT,LGA
JFK,CLE
MCI,LGA
DTW,CLE
RDU,LGA
LGA,IND
ATL,LGA
CLE,JFK
JFK,BNA
LGA,PIT
BNA,LGA
DTW,EWR
LGA,MCI
MCI,ATL
CLE,IND
LGA,ATL
CLT,DCA
CLE,PIT
IND,PIT
MCI,PHL
MCI,STL
MSY,IAD
EWR,RSW
RDU,SAT
MDW,ORD
TPA,MCO
SFO,SMF
SMF,SFO
JFK,PHL
RDU,CLT
IAD,PHL
EWR,BWI
CLE,CVG
CVG,MDW
CLE,ORD
PIT,EWR
PIT,IND
CVG,RDU
SMF,SNA
RDU,CLE
IND,CLT
CLE,CLT
PHL,CLT
PDX,SMF
SMF,PDX
TPA,MSY
CLT,DTW
DTW,CLT
DTW,RDU
IND,MSP
IAD,ATL
MCO,RDU
MCO,MSY
MSY,MCO
ATL,FLL
MDW,CLT
CLT,ORD
RDU,BOS
MSP,CLE
EWR,IND
CLT,MIA
MIA,CLT
MSY,CLT
MSP,DEN
IND,DAL
DEN,SAT
IND,TPA
PHX,SAT
HOU,MCO
SAN,DEN
MCO,PHL
DEN,LAX
PIT,TPA
HOU,DEN
DEN,SMF
PIT,MSY
SJC,DEN
DEN,SFO
SFO,DEN
RDU,MSP
PHL,FLL
TPA,JFK
MIA,PIT
BNA,DEN
HOU,MSP
DEN,MSY
MSY,PHL
CLT,SAT
MSP,SAT
CLE,HOU
BOS,MCO
DTW,MIA
FLL,SAT
FLL,ORD
BOS,TPA
CLE,DEN
LAX,SAT
DTW,SAT
SLC,IND
SAT,IAD
DEN,IAD
LAS,ORD
SMF,MSP
SAN,MSP
MSP,SJC
SJC,MSP
SFO,MSP
HOU,BOS
DEN,FLL
FLL,DEN
LAS,ATL
LAS,DTW
BOS,DEN
CLE,LAS
DTW,PDX
SAN,PIT
IAD,LAX
MDW,SMF
PHX,MIA
CLE,SFO
SAN,PHX
BOS,CLT
MSY,MDW
HOU,SMF
SMF,DEN
PDX,DEN
RDU,BNA
IND,BOS
DAL,TPA
TPA,DAL
SAT,CLT
PDX,HOU
MIA,PHX
SMF,IAD
SJC,TPA
JFK,IAD
ATL,MSY
IAD,ORD
CLT,MSY
DAL,ORD
ORD,BOS
SAT,ORD
LAX,MSP
EWR,SAT
DEN,BOS
DEN,PIT
SAT,SFO
SAT,PHL
TPA,DEN
SMF,IND
SJC,PHL
SNA,BOS
CLT,CLE
SAT,DEN
CLT,MSP
MSP,CLT
TPA,MDW
DTW,DEN
ORD,SMF
SMF,SLC
DAL,IND
PHL,MSP
DEN,BNA
SAT,MSP
SAT,CLE
PHX,MSP
RDU,DEN
IAD,PHX
MCO,CLT
ATL,CLE
MCO,DTW
DAL,DTW
IND,MIA
MIA,IND
DAL,RDU
CLE,MIA
DEN,PHL
MSP,SFO
DFW,PDX
PHL,PHX
BOS,SMF
MSY,SAT
MSY,IND
BNA,FLL
IND,HOU
CLT,DAL
DAL,SMF
MSP,MIA
PHX,ATL
SFO,CLE
ATL,CLT
IAD,CLE
CLT,MCO
HOU,ATL
MDW,JFK
ORD,MSY
MSY,ORD
PHL,MCO
EWR,MCO
DAL,MCO
MCO,SAT
ORD,SAT
IAD,SAT
PHX,ORD
DEN,MCO
ORD,PHL
MDW,DEN
MSY,CLE
MCO,MDW
DEN,RDU
MSP,LAX
CLE,PHX
DTW,MCO
MSY,DEN
BOS,MSP
HOU,IAD
SMF,DAL
MSP,SMF
SMF,MDW
EWR,SNA
EWR,SMF
MCO,PDX
ORD,SLC
DEN,CLT
DAL,JFK
PHX,IAD
TPA,LAS
LAS,IAD
SMF,CLT
LAX,FLL
SMF,MIA
FLL,DTW
SFO,SAT
MCO,SFO
MIA,PDX
CLT,IND
ATL,EWR
IAD,MSY
MIA,HOU
FLL,EWR
FLL,JFK
SAT,MIA
IAD,HOU
PHX,CLE
MSY,SFO
PHL,SLC
SAN,EWR
BNA,PIT
CLE,MSP
ATL,HOU
MSP,RDU
MSP,EWR
CLE,SAT
MSP,MCO
JFK,PIT
DTW,MSY
SAT,IND
PHX,MSY
EWR,SLC
CVG,PIT
MDW,TPA
FLL,BOS
BOS,HOU
SFO,MCO
SAT,MSY
JFK,FLL
PHX,PHL
MDW,MSY
PHX,MDW
PHX,PIT
SFO,CLT
HOU,SLC
DAL,EWR
DEN,MIA
SMF,MSY
SFO,PIT
PDX,EWR
PIT,CVG
MDW,DFW
MSY,DTW
DEN,SNA
JFK,STL
CLE,MCO
OAK,DEN
MSP,HOU
MSY,LAX
OAK,MIA
DFW,HOU
ATL,DEN
STL,PHX
MIA,SAN
PIT,BOS
DFW,MSP
ATL,PHX
PHX,DTW
SEA,IAD
BWI,MSP
DFW,SAN
HOU,BWI
HOU,EWR
SAN,SEA
DEN,DTW
PDX,SAT
SAN,PHL
JFK,PDX
IAD,CVG
EWR,TPA
PHL,SFO
ATL,SAN
PDX,ATL
ATL,MDW
EWR,DAL
DFW,EWR
ORD,IAD
SEA,SFO
MIA,DEN
DTW,SAN
SNA,MIA
OAK,JFK
PIT,MIA
DTW,LAS
MDW,SFO
BWI,LGA
DFW,SAT
SAT,DFW
CLT,BWI
MCI,IND
BNA,BWI
STL,JFK
LGA,IAD
DTW,LGA
MCI,DTW
STL,PIT
LGA,SAT
SMF,SEA
RDU,DTW
PHX,SEA
LGA,MSY
JFK,MCO
MCI,JFK
ATL,DCA
ATL,IAH
LAS,SEA
IAH,PIT
SEA,SAN
EWR,LGA
MSY,BWI
LGA,DFW
RDU,BWI
DCA,CLT
MCI,SLC
IND,RSW
DFW,BWI
DCA,MIA
DCA,ATL
PIT,STL
AUS,ATL
IAH,IAD
PHL,LGA
RSW,IAD
RDU,MSY
MSP,PHL
AUS,CLT
IAH,RDU
LGA,MIA
MIA,RSW
RSW,FLL
BOS,MCI
DCA,JFK
JFK,EWR
MCO,RSW
FLL,RSW
RSW,MCO
DCA,TPA
JFK,DCA
MCO,SJU
TPA,DCA
BNA,IAH
AUS,BOS
RSW,EWR
RDU,AUS
SJU,DCA
ORD,BWI
OAK,MDW
LGA,DCA
SAT,IAH
HOU,IAH
LGA,HOU
IAH,JFK
CLE,LGA
PHX,SLC
BOS,SAT
DFW,CLE
DFW,PHL
AUS,DFW
DTW,MCI
MSY,IAH
SLC,AUS
LGA,AUS
DFW,RDU
IAH,DFW
IAH,LAS
LGA,MCO
DFW,IAH
MSY,PIT
RSW,BWI
DTW,SEA
LGA,MSP
IAH,PHL
MSP,LGA
DFW,IAD
DEN,SEA
SEA,DFW
DFW,PIT
SLC,BWI
SLC,ORD
MIA,DTW
ORD,LGA
PHL,ATL
IAH,DTW
RDU,IND
ATL,AUS
IAH,LGA
DTW,DFW
MCI,BNA
IAH,MSP
MSP,IAH
MSP,DFW
DCA,DTW
DTW,BWI
ATL,SAT
LGA,ORD
SFO,SEA
IAD,SEA
DAL,SEA
SEA,SJC
SEA,RSW
SEA,ORD
RSW,SEA
SEA,PHX
TPA,SJC
BWI,IND
SNA,MCI
DCA,AUS
DFW,LGA
IAH,LAX
SJU,EWR
SNA,CLE
DFW,MCI
PIT,CLE
EWR,DEN
MIA,CLE
IAD,DEN
EWR,SJU
RSW,IAH
DEN,IAH
DCA,IND
IAH,ORD
SNA,PIT
RSW,TPA
DCA,CLE
RDU,STL
CLE,AUS
DCA,MSY
SJC,SEA
MSY,LGA
SEA,SMF
IAH,SAT
AUS,MSP
JFK,DFW
IAH,SLC
SLC,IAH
DTW,AUS
DEN,STL
MSP,AUS
MCI,EWR
AUS,JFK
SEA,AUS
SEA,PIT
RDU,DFW
JFK,HOU
STL,SLC
DTW,PHX
ATL,DAL
SAT,ATL
MSP,RSW
AUS,MCI
AUS,CLE
SLC,STL
JFK,MSY
MSY,JFK
LGA,IAH
MSP,PHX
MIA,MSP
SLC,MCI
BNA,SLC
MCO,LGA
SLC,HOU
SLC,BNA
TPA,DTW
RSW,MSP
DTW,TPA
MSP,IAD
DCA,MSP
MSP,DCA
FLL,MSP
HOU,PDX
SAT,EWR
JFK,AUS
SAT,RDU
BOS,RSW
HOU,PIT
DCA,IAH
PDX,AUS
MCI,BOS
RDU,MCI
MCI,RDU
RDU,HOU
PIT,DCA
SJU,DEN
DCA,PIT
ORD,HOU
MCO,DEN
BWI,DCA
CLE,DCA
SJC,SAT
ORD,MCI
MCI,ORD
IAH,AUS
SEA,DEN
MCI,PIT
HOU,ORD
SJU,RSW
PHL,MCI
STL,IND
HOU,CVG
MCI,SJC
DCA,STL
STL,DCA
HOU,CLE
CVG,DCA
STL,MSY
DEN,RSW
RSW,CVG
SMF,IAH
SJC,SMF
IND,MCI
DAL,PIT
RDU,RSW
DCA,SAT
HOU,RSW
SEA,IND
MSY,RSW
SAN,IND
CLE,TPA
SJC,IND
BOS,IAH
PHL,RSW
PDX,PHL
MDW,RDU
BWI,RSW
DFW,MIA
PIT,HOU
MIA,MCI
SAN,IAH
SAT,PDX
PIT,ORD
RDU,CVG
RDU,MCO
STL,DAL
RSW,CLT
IAD,STL
PIT,MSP
STL,EWR
BNA,BOS
STL,MIA
MCI,MIA
SAT,SJC
SJU,BWI
STL,LAX
LAX,BNA
PHX,RSW
PHX,RDU
EWR,LAS
SJC,EWR
BWI,SJU
SMF,HOU
SAT,SMF
LAS,PIT
PHX,BNA
STL,BOS
PIT,PHX
STL,LAS
DCA,SFO
IAH,MDW
SFO,DCA
MSP,SAN
EWR,SAN
RDU,ORD
SFO,IND
EWR,STL
PHL,ORD
BNA,PHX
ORD,SJC
BOS,DFW
AUS,IND
SEA,SAT
SFO,EWR
MCI,SMF
LAX,PIT
DEN,IND
DCA,SEA
IND,SEA
MCI,SAN
DCA,LAX
LAS,BOS
IAH,DEN
DEN,TPA
CLE,SMF
SEA,DCA
DCA,MCI
MCI,DCA
PHX,MCI
LAX,IAH
LAS,STL
MCI,SFO
SAN,CLE
SEA,EWR
DCA,DEN
IAD,SMF
ATL,SJC
DAL,CVG
DCA,SLC
MCO,SEA
JFK,SFO
LAX,DCA
DTW,SFO
CLT,CVG
AUS,DTW
BOS,ORD
CLE,BNA
JFK,SAT
ORD,MDW
BWI,DTW
MCI,MDW
MCO,SLC
DTW,RSW
DTW,FLL
DEN,ATL
MCO,MSP
SEA,STL
BOS,LAS
IAD,PDX
PDX,IAD
BOS,SJC
STL,SEA
SEA,BNA
PDX,RDU
MCI,PDX
MCO,SAN
SAN,MCO
FLL,DFW
DFW,SFO
BWI,SAN
ORD,DCA
SAN,MCI
LAX,PHL
IAH,MCO
BWI,SEA
EWR,PDX
JFK,MCI
MCI,LAS
FLL,MCI
PDX,MCO
IAH,SEA
SEA,BWI
CLE,LAX
SEA,MCO
SEA,IAH
SAN,FLL
PDX,IND
RDU,LAS
PHL,SAN
SLC,DTW
JFK,DEN
LAS,RDU
SJU,JFK
SEA,SNA
MCI,SEA
SNA,SEA
SEA,MCI
SLC,FLL
DEN,BWI
FLL,SLC
AUS,SEA
MCI,TPA
SEA,BOS
JFK,SJU
PHX,JFK
SEA,DTW
JFK,PHX
ATL,SMF
BOS,SEA
LGA,SLC
SLC,JFK
RSW,ATL
SMF,ATL
ATL,RSW
RSW,DTW
CLT,SLC
SLC,CLT
PDX,JFK
CVG,LAS
RSW,RDU
SAT,BOS
SLC,TPA
MCO,DCA
RSW,PHL
MCI,LAX
DCA,LGA
PIT,LAX
SAN,TPA
DCA,RSW
PHX,FLL
SLC,RSW
FLL,PIT
IAH,EWR
BWI,CLE
SNA,SAT
OAK,IAH
CVG,CLE
SJU,IAH
SEA,CLE
BWI,MSY
PDX,STL
DEN,DFW
IAH,CLE
IAH,IND
SNA,DFW
SAN,DFW
SFO,STL
LAS,IND
SAN,ORD
HNL,IAD
IAD,HNL
SAT,JFK
SAN,ATL
SEA,PHL
RDU,SFO
SFO,RDU
DCA,LAS
STL,DEN
ORD,PIT
BWI,RDU
STL,RDU
OAK,BOS
OAK,ATL
ORD,PHX
DTW,OAK
PDX,MDW
MDW,PIT
BOS,OAK
TPA,SAT
PHL,PDX
RSW,SJU
BWI,HOU
OGG,LAS
OAK,SMF
SJU,RDU
BNA,LAS
MDW,RSW
SMF,STL
OAK,MCI
LAS,RSW
STL,OAK
BNA,RSW
DFW,DEN
PHL,DEN
HNL,DEN
PHL,IAH
